STA_SEQ,Station_Name,Proximity_Landmark,Municipality_Name,ADB_SegmentID,YLat,XLong,sbas_no
17606,Burrs Brook,Upstream at Totoket Road,NORTH BRANFORD,,41.3241,-72.8141,5112
17607,Willow Brook,US at South Brooksvale Road Crossing,CHESHIRE,,41.466664,-72.92095,5301
17608,Race Brook,DS at Orange Center Road crossing,ORANGE,,41.291565,-73.027463,5307
17609,Wepawaug River,US at West Main Street,MILFORD,,41.226689,-73.058325,5307
17610,Silver Brook,downstream at New Haven Avenue crossing,ORANGE,,41.280798,-72.999271,5306
17611,Shepard Brook,upstream at Route 10 crossing,HAMDEN,CT5302-06_01,41.376874,-72.914686,5302
17612,Jacks Brook,at South Street,ROXBURY,,41.529324,-73.306311,6706
17613,Quinebaug RIver,Red Bridge Road Crossing,THOMPSON,CT3700-00_07,41.98285,-71.92103,3700
17614,SUnset Hill Brook,downstream of Klondike Road,THOMPSON,,41.96692,-71.88806,3300
17615,Little Dam Tavern Brook,downstream Rte 12 crossing,PUTNAM,,41.92352,-71.8997,3700
17616,Edgewood Pond,Pond Outfall,NEW HAVEN,,41.314134,-72.956365,5305
17617,Pawcatuck River @ Post Office Road,Post Office Lane Bridge,NORTH STONINGTON,,41.416,-71.79928,1000
17618,Error - Delete,test,NORWALK,,-7.182156,48,1000
17619,Lewis Brook,Boombridge Road,NORTH STONINGTON,,41.41998,-71.82156,1000
17620,Pawcatuck River,Boom Bridge,NORTH STONINGTON,,41.41751,-71.8234,1000
17621,Iron Brook,Route 49,STONINGTON,,41.40849,-71.8447,1000
17622,Pawcatuck River,Alice Court,STONINGTON,,41.40612,-71.84352,1000
17623,Pawcatuck River,Canal Confluence,"WESTERLY, RI",,41.39447,-71.84114,1000
17624,Lassell's Brook,Route 2 (Liberty Street),STONINGTON,,41.39625,-71.84653,1000
17625,Kelly Brook,Kelly Road,STONINGTON,,41.39211,-71.84759,1000
17626,Pawcatuck River,Stillman Avenue Bridge,STONINGTON,,41.38569,-71.83295,1000
17627,Hyde Brook,Stillman Avenue,STONINGTON,,41.3834,-71.83414,1000
17628,Pawcatuck River,Coggswell Street,STONINGTON,,41.379,-71.83095,1000
17629,Shunock River,DS Route 49,NORTH STONINGTON,,41.41014,-71.84463,1004
17630,Pawcatuck River Canal,White Rock Road,"WESTERLY, RI",,41.39557,-71.84177,1000
17631,Hart Brook,from mouth upstream to route 272,TORRINGTON,,41.864378,-73.166907,6902
17632,Wildcat Brook,upstream of Prospect Street,BURLINGTON,,41.727905,-72.932571,4314
17633,Whigville Brook,upstream of Prospect Street,BURLINGTON,,41.727112,-72.936241,4314
17634,Race Brook,Upstream of Mapledale Avenue,ORANGE,,41.292043,-73.029963,5307
17635,Shattuck Brook,DS of Route 63,MIDDLEBURY,,41.520188,-73.079168,6916
17636,Goat Brook,Upstream Tucker Hill road at Chase Rd,MIDDLEBURY,,41.535772,-73.109991,6916
17637,Hop Brook,Upstream Ravenwood Drive,MIDDLEBURY,,41.560274,-73.116706,6916
17638,Mill River,At South Park Avenue near Riverside Dr open space area,EASTON,,41.236891,-73.252166,7108
17639,Kent Falls Brook,Downstream Dugan Road,KENT,CT6012-00_01,41.772603,-73.413187,6012
17640,Kent Falls Brook,Downstream Carter Road,KENT,,41.76292,-73.399134,6012
17641,Scott Swamp Brook DS,Downstream Doncasters,FARMINGTON,NOSEG,41.7035,-72.8695,4315
17642,Scott Swamp Brook US,Upstream of Doncasters,FARMINGTON,NOSEG,41.7052,-72.8703,4315
17643,Federal paperboard intake,,SPRAGUE,,41.621814,-72.043828,3805
17644,Lassell's Brook,@ Fairview Drive,STONINGTON,,41.396149,-71.855337,1000
17645,Lassell's Brook,@ Somersett Drive,STONINGTON,,41.397353,-71.851171,1000
17646,Lassell's Brook,@ Timber Ridge Drive,STONINGTON,,41.39685,-71.84755,1000
17647,Hyde Brook,@ West Arch Street,STONINGTON,,41.384463,-71.842567,1000
17648,Hyde Brook,@ Robinson Street,STONINGTON,,41.383661,-71.835799,1000
17649,Hyde Brook,@ Smith Street,STONINGTON,,41.38441,-71.839873,1000
17650,Peake Road,at Butts Road Crossing,WOODSTOCK,,41.925256,-71.946917,3708
17651,Peake Brook,at 169 road crossing,WOODSTOCK,,41.917023,-71.956152,3708
17652,Little Dam Tavern Brook,at Route 21 crossing,PUTNAM,,41.922501,-71.872676,3700
17653,Little Dam Tavern Brook,adjacent to I395S ramp at Exit 97,PUTNAM,,41.924538,-71.885899,3700
17654,Reed Brook,From Housatonic River up to Road,CORNWALL,,41.916473,-73.360033,6000
17655,Northfield Brook,upstream Marine Street and Center Street,THOMASTON,,41.669294,-73.080245,6909
17656,ERROR - Duplicate - DELETE,Use 15100,SALISBURY,,41.98141,-73.416471,6007
17657,Blackberry River,adjacent to Route 44 Upstream North Brook,NORFOLK,,42.002534,-73.224781,6100
17658,East Branch Naugatuck River,upstream Camp Wahnee Road,WINCHESTER,,41.885312,-73.136549,6905
17659,Ocain Brook,DS Route 63,CORNWALL,,41.900052,-73.269037,6200
17660,Error - DUPLICATE - DELETE,,CANAAN,,41.899486,-73.28167,6200
17661,Sawmill Brook,Upstream Private Drive Below Spring Lake confluence,SHERMAN,,41.582508,-73.507742,6401
17662,Great Brook,upstream Mill Street,NEW MILFORD,,41.573246,-73.409375,6000
17663,Walker Brook,at 107 Walker Brook Road South,WASHINGTON,,41.604372,-73.350748,6700
17664,West Branch Salmon Brook,upstream foot bridge At Holcomb Farm USGS monitoring well at the site,GRANBY,CT4319-00_01,41.946483,-72.839173,4319
17665,Hemp Swamp Brook,adjacnet to old pine road at old roadway,BEACON FALLS,,41.427912,-73.073411,6900
17666,Pawcatuck River,@ Boat Ramp,STONINGTON,,41.375,-71.8324,1000
17667,Pawcatuck River,@ Building 1890,STONINGTON,,41.3707,-71.8318,1000
17668,Pawcatuck River,@ Westerly POTW,STONINGTON,,41.3609,-71.8373,1000
17669,Pawcatuck River,@ Major Island,STONINGTON,,41.3575,-71.8388,1000
17670,Pawcatuck River,@ NUN 26,STONINGTON,,41.3552,-71.8362,1000
17671,Pawcatuck River,@ Pawcatuck POTW,STONINGTON,,41.3522,-71.8348,1000
17672,Pawcatuck River,@ Pump Station - Gavin Island,STONINGTON,,41.3516,-71.837,1000
17673,Pawcatuck River,@ NUN 20,STONINGTON,,41.3503,-71.8314,1000
17674,Pawcatuck River,@ Westerly Yacht Club,STONINGTON,,41.3479,-71.8289,1000
17675,Pawcatuck River,@ NUN 12,STONINGTON,,41.3415,-71.8318,1000
17676,Pawcatuck River,@ NUN 5,STONINGTON,,41.3361,-71.83713,1000
17677,Pawcatuck River,@ Birds,STONINGTON,,41.332,-71.8433,1000
17678,Pawcatuck River,@ NUN 4,STONINGTON,,41.3265,-71.8496,1000
17679,Pawcatuck River,@ Mouth,STONINGTON,,41.3212,-71.8595,1000
17680,Piper Brook,@ Route 175 (Ceder Street),NEWINGTON,,41.69487,-72.750392,4402
17681,Piper Brook - New Channel,Near Mouth (New Channel),WEST HARTFORD,,41.729876,-72.718423,4402
17682,Piper Brook Unnamed Trib,@ Francis Street,NEWINGTON,,41.71576,-72.73521,4402
17683,Mill Brook,In town park @ bridge before Mill Pond,NEWINGTON,,41.693317,-72.73019,4402
17684,Mill Brook,@ Williamstown Court,NEWINGTON,,41.714401,-72.725071,4402
17685,Bass Brook,@ Iwo Jima Park,NEW BRITAIN,,41.69791,-72.7591,4401
17686,Bass Brook Unnamed Trib,Upstream @ Barbour Road,NEW BRITAIN,,41.69983,-72.76086,4401
17687,North Branch Park River,Lot C behind East Hall at Univ. of Htfd.,HARTFORD,,41.796155,-72.711478,4404
17688,South Branch Park River,@ Pope Park Conrete Channel,HARTFORD,,41.756396,-72.70005,4400
17689,South Branch Park River,Downstream @ Hamilton Street,HARTFORD,,41.753142,-72.69965,4400
17690,Wash Brook,Downstream Mountain Avenue,BLOOMFIELD,CT4404-00 needs,41.830729,-72.738724,4404
17691,Tumble Brook,Downstream @ Medinah Drive,BLOOMFIELD,,41.82445,-72.74925,4404
17692,Beamans Brook,Downstream of Cottage Grove Road (Rte 218),BLOOMFIELD,,41.81696,-72.72151,4404
17693,West Branch Naugatuck River,at end of brass mill dam road,TORRINGTON,,41.832083,-73.147326,6904
17694,West Branch Naugatuck River,below dam about 0.25 miles downstream of route 4,TORRINGTON,,41.81394,-73.140088,6904
17695,West Branch Naugatuck River,Just upstream of Hart Brook Confluence,TORRINGTON,,41.866293,-73.167019,6904
17696,Averys Brook,30 Meters Upstream Confluence with Hockanum river at foot bridge,MANCHESTER,,41.816065,-72.510604,4500
17697,Bigelow Brook,100 meters downstream Broad Street,MANCHESTER,,41.776484,-72.535183,4500
17698,Folly Brook,50 meters downstream Folly Pond at dirt rd powerline access,MANCHESTER,,41.763327,-72.552313,4504
17699,Gages Brook,upstream Mile Hill Road,VERNON,,41.852968,-72.427944,4503
17700,Ogden Brook,at Worcester Street,VERNON,,41.848677,-72.486659,4500
17701,Pinney Brook,Downstream Pinney Road AKA Route 286,ELLINGTON,,41.885078,-72.481999,4500
17702,Pewterpot Brook,at High Street,EAST HARTFORD,,41.733269,-72.631348,4006
17703,Railroad Brook,150 meters upstream of pond in Valley Falls Park,VERNON,CT4503-04_01,41.819125,-72.445469,4503
17704,Hubbard Brook,Downstream of Williams Street West,GLASTONBURY,,41.704634,-72.604056,4007
17705,TW-1,,WALLINGFORD,,41.473324,-72.731911,4606
17706,TW-2,,WALLINGFORD,,41.4705,-72.7233,4606
17707,West River,just downstream of walking bridge,WOODBRIDGE,,41.364,-72.9794,5305
17708,Silver Brook,DS of Smith Farm ERoad,ORANGE,,41.2722,-73.0008,5306
17709,Fivemile River Tributary to,at Wydendown Lane,NEW CANAAN,,41.182025,-73.502789,7401
17710,Fivemile River,At and upstream of end Indian Rock Road Cul-de-Sac,NEW CANAAN,,41.175226,-73.511883,7401
17711,Fivemile River Tributary to,at Indian Rock Road upstream of Country Club road,NEW CANAAN,,41.169673,-73.503011,7401
17712,Fivemile River,at Country Club Road,NEW CANAAN,,41.168302,-73.504984,7401
17713,Fivemile River Tributary to,at Route 123 near #183 mailbox,NEW CANAAN,,41.160781,-73.494436,7401
17714,Fivemile River,upstream Route 123 at Parade Hill Road,NEW CANAAN,,41.155567,-73.493611,7401
17715,Fivemile River,at Fillow Street,NORWALK,,41.110664,-73.461894,7401
17716,Holy Ghost Fathers Brook,at Geneva Road,NORWALK,,41.110019,-73.456249,7401
17717,Fivemile River,at West Cedar Street and Beechwood Road,NORWALK,,41.100452,-73.454333,7401
17718,Keelers Brook,at Primrose Court,NORWALK,,41.090777,-73.440977,7401
17719,Fivemile River,at Flax Hill Road and Shady brook Lane,NEW CANAAN,,41.088136,-73.450741,7401
17720,Fivemile River,at Cudlipp Street,DARIEN,,41.073114,-73.447589,7401
17721,Aspetuck River tributary To,at mouth just before swimming area Toth Park,EASTON,,41.232656,-73.323166,7202
17722,Error - Delete - Duplicate Entry,,NORWALK,,41.09926,-73.442385,7401
17723,Keeler Brook,at West Cedar Street,NORWALK,,41.103188,-73.441438,7401
17724,Keeler Brook,at Scribner Ave,NORWALK,,41.104985,-73.44137,7401
17725,Keeler Brook,at Ledgebrook Drive,NORWALK,,41.106103,-73.440386,7401
17726,Keeler Brook,at Gillies Lane,NORWALK,,41.107174,-73.441357,7401
17727,Keeler Brook pond to,at outlet of the pond,NORWALK,,41.107616,-73.439205,7401
17728,Trout Brook,@ Willowbrook Lane,WEST HARTFORD,,41.76588,-72.76033,4403
17729,Shepaug River,behind Washington VFD,WASHINGTON,CT6700-00_01,41.652089,-73.319167,6700
17730,White Brook,At Searles Road and Town Line,POMFRET,,41.826914,-71.933157,3710
17731,Peckham Brook,access behind #100 paine district road,WOODSTOCK,,41.977079,-71.96291,3708
17732,Abington Brook,Access thru field at # 116 covell road,POMFRET,,41.866972,-71.99729,3710
17733,Abington Brook,Route 97,POMFRET,,41.859865,-72.0075,3710
17734,Abington Brook Tributary To,Downstream Route 44 near Rucki's General Store Pond Outlet,POMFRET,,41.860564,-72.00756,3710
17735,Abington Brook,at Dam outlet Abington Pond,POMFRET,,41.861251,-72.0134,3710
17736,Poplar Plains Brook,at Route 33,WESTPORT,,41.161972,-73.37508,7200
17737,Umpawaug Pond Brook,at dam for Poliak Pond,REDDING,,41.321805,-73.44333,7200
17738,Farmington River,at entrance to Rainbow Dam fishway,WINDSOR,,41.915239,-72.693237,4300
17739,Pond Brook,at Currituck Road,NEWTOWN,,41.435948,-73.355885,6018
17740,Cobble Brook,approximately 2000 meters below route 341,KENT,,41.728574,-73.454667,6013
17741,Reed Brook,at Music Mountain Road,CANAAN,,41.919464,-73.341458,6000
17742,Jacks Brook,(Old Station ID 6330) Within RLT Tierney Preserve (off Squire Rd between Apple Ln and Rt 67 ),ROXBURY,,41.532782,-73.285752,6706
17743,MR-1,upstream United Al at riffle,NORTH HAVEN,,41.360997,-72.862824,5208
17744,MR-2,,NORTH HAVEN,,41.36128,-72.86511,5208
17745,UA-1,United A;uminum Catch basin,NORTH HAVEN,,41.363129,-72.86387,5208
17746,Anguilla Brook,at Route 1,STONINGTON,CT2101-00_01,41.365662,-71.866135,2101
17747,Salmon Creek (Salmon Kill),Upstream of Farnum Road (6915),SALISBURY,CT6007-00_01,41.958493,-73.402029,6007
17748,Jericho Brook,40 M US Rte 8,WATERTOWN,Needs,41.632038,-73.080875,6900
17749,Laurel Brook,WWF-LB2 Just downstream of covered bridge,MIDDLETOWN,,41.536346,-72.68556,4607
17750,Coginchaug River,WWF-IN Just downstream of inlet pipe,MIDDLEFIELD,CT4607-00_04,41.534049,-72.686571,4607
17751,DPH Lab,FB at DPH lab,HARTFORD,10 Clinton St,41.656743,-72.656319,4400
17752,Whiting River,below falls adjacent to Campbell Fall Road,CANAAN,,42.048367,-73.236605,6101
17753,Long Island Sound,RNSP-E2 Brides Brook Mouth East of,EAST LYME,CT-E2_017,41.300447,-72.236362,0
17754,Bride Brook,BB4A-SD stormdrain outlet downstream of BB4A,EAST LYME,,41.318225,-72.242966,2206
17755,Bride Brook,RN156-SD Rt 156 Stromdrain outlet North of,EAST LYME,,41.317196,-72.243435,2206
17756,Quinebaug River,At canoe launch behind baseball fields upstream cady lane,KILLINGLY,,41.791634,-71.889834,3700
17757,Poplar Swamp Brook,at outlet for Walton Pond on winding trails,FARMINGTON,,41.74875,-72.845533,4300
17758,Nepaug River,Adjacent Stedman and Steele Roads,NEW HARTFORD,4310,41.83059,-72.979525,4310
17759,Bigelow Brook,upstream side of Route 44 crossing,EASTFORD,,41.879319,-72.09987,3203
17760,Bigelow Brook,at Ashford Road,EASTFORD,,41.903759,-72.118507,3203
17761,Battle Swamp Brook,upstream of Judds Bridge Road,ROXBURY,,41.58193,-73.33167,6700
17762,Battle Swamp Brook Tributary to,at Route 199,ROXBURY,,41.58595,-73.322153,6700
17763,Tenmile River,at Notch Road,CHESHIRE,,41.518314,-72.937653,5202
17764,Sodom Brook,at end of Carl Street,MERIDEN,,41.537149,-72.820687,5205
17765,Dickinson Creek,(6587) 100 meters below airline trail viaduct,COLCHESTER,,41.563127,-72.449514,4708
17766,Nelkin Brook,at Nelkin Road,COLCHESTER,,41.550438,-72.3316,4703
17767,Blackwell Brook,East of Mason road upstream of Stoney Brook,BROOKLYN,,41.779344,-71.959623,3711
17768,Byram River,at Sherwood Avenue,GREENWICH,,41.060895,-73.677529,7411
17769,Scantic River Tributary To,upstream Route 5,SOUTH WINDSOR,,41.8622,-72.6023,4200
17770,Kibbes Brook,at Springfield Road (Route 83),ELLINGTON,,41.91293,-72.45406,4206
17771,Staddle Brook,Downstream of Jurovaty Road,ANDOVER,,41.7165,-72.3891,3108
17772,Lyon Brook Tributary To,between Route 44 and Paine Road,POMFRET,,41.85836,-72.03774,3710
17773,Scantic River,at Melrose Road (no bridge),EAST WINDSOR,,41.938408,-72.547094,4200
17774,Gillettes Brook,near intersection with Hickory Hill Road,SOMERS,,41.99643,-72.42761,4202
17775,Gillettes Brook,upstream Springfield Road (Route 83),SOMERS,,42.00423,-72.45454,4202
17776,Cold Brook,Upstream White Plains Hill Road,NORWICH,,41.590542,-72.077979,3800
17777,Cold Brook,Downstream of Eely Pond and private driveway bridge,NORWICH,,41.602252,-72.072051,3800
17778,Cold Brook,upstream of Eely Pond (Fly Pond),NORWICH,,41.59894,-72.075183,3800
17779,Bride Brook (Duplicate of 14730?),RN156-US Upstream Rt 156 crossing,EAST LYME,,41.31698,-72.243545,2206
17780,Bride Brook,BB6-2A pipe at N. Brookfield Rd,EAST LYME,,41.323241,-72.241941,2206
17781,Hetchel Swamp Brook,at confluence with Pendleton Hill Brook,NORTH STONINGTON,CT1001-03_01,41.48101,-71.83706,1001
17782,SHUNOCK River,BELOW HEWITT POND,NORTH STONINGTON,needs,41.44689,-71.8915,1004
17783,LEE BROOK,WALK IN FROM SAWMILL DRIVE,LEDYARD,needs,41.4451,-71.9853,2103
17784,PATTAGANSETT RIVER,STRETCH BELOW PROPOSED WELL AUGMENTATION,EAST LYME,needs,41.37022,-72.22477,2205
17792,BILLINGS AVERY POND inflow to,UPSTREAM RT 117,LEDYARD,needs,41.45,-72.0178,3000
17793,TRADING COVE BROOK,at Route 32,MONTVILLE,needs,41.49736,-72.10197,3001
17794,MAIN BROOK,UPSTREAM OF LAKE OF ISLES RD,PRESTON,needs,41.49497,-71.96679,3002
17795,MAIN BROOK Tributary to,FROM 50 M BELOW HOLLOWELL RD US TO ROAD,PRESTON,needs,41.50831,-71.97319,3002
17796,CROWLEY Brook,ABOVE POQUETANUCK BK,PRESTON,needs,41.49745,-72.03829,3003
17797,Mohegan Brook,Derby Hill Rd,MONTVILLE,needs,41.45788,-72.10367,3005
17798,DUNHAM POND BROOK,UPSTREAM OF RT 32,MANSFIELD,needs,41.7797,-72.275,3100
17799,GRAPEVILLE BROOK,UPSTREAM OF STATE FOREST DIRT RD,TOLLAND,needs,41.8792,-72.3112,3100
17800,Newcomb Brook,below Walbridge Rd,TOLLAND,needs,41.85099,-72.31538,3100
17801,DIAMOND LEDGE BROOK,UPSTREAM OF DIAMOND LEDGE RD,STAFFORD,needs,41.9988,-72.3494,3101
17802,HATCH BROOK,DOWNSTREAM OF DELPHI RD.,STAFFORD,needs,42.0102,-72.2688,3103
17803,ASH BROOK,300 m below road-,COVENTRY,needs,41.77824,-72.40049,3108
17804,ASH BROOK,about 1 km above Hop River,COVENTRY,needs,41.77729,-72.40131,3108
17805,ASH BROOK,about 500m above Hop River,COVENTRY,needs,41.77424,-72.40295,3108
17806,CLARKS BROOK,UPSTREAM THOMPASON HILL RD,COLUMBIA,needs,41.7166,-72.292,3108
17807,HOP RIVER tributary to,BELOW HUTCHINSON RD BRIDGE,ANDOVER,needs,41.75682,-72.39937,3108
17808,HOP RIVER Unnamed tributary to,HUTCHINSON RD UPSTREAM TO RT 6,ANDOVER,needs,41.75678,-72.39957,3108
17809,Ames Brook,Parallel to Lynch rd above pond 150m,CHAPLIN,needs,41.75475,-72.12766,3200
17810,Natchaug River tributary to,Below Natchaug trib parallel to Nutmeg lane,CHAPLIN,needs,41.80637,-72.10124,3200
17811,Naugatuck River Tributary to,ROUTE 8 TO CULVERT ABOVE ROUTE 8,LITCHFIELD,needs,41.73083,-73.10667,6900
17812,Turner Brook,upstream of North Bear Hill,CHAPLIN,needs,41.78952,-72.10478,3200
17813,BOSWORTH BROOK,BELOW OLD COLONY RD. (PERRIN RD.),WOODSTOCK,needs,41.91601,-72.05523,3201
17814,BRADFORD BROOK,AT BARBER RD.,WOODSTOCK,needs,41.9366,-72.0592,3201
17815,CEDAR SWAMP BROOK,POOL BELOW ROAD (5M) AND UPSTREAM OF BRICKYARD RD.,WOODSTOCK,needs,41.9766,-72.0404,3201
17816,INDIAN HUT BROOK,UPSTREAM OF SCHOOL HILL/EAST HILL RD (At Old Colony Road crossing),EASTFORD,CT3201-07_01,41.90276,-72.06398,3201
17817,SAFFORD BROOK,UPSTREAM OF PERRIN RD,WOODSTOCK,needs,41.9405,-72.0427,3201
17818,SKINNER BROOK,UPSTREAM OF PERRIN RD,WOODSTOCK,needs,41.9321,-72.04491,3201
17819,ELLIOTS BROOK,40 M BELOW RT 44 TO BEAVER DAM ABOVE HIGHWAY,EASTFORD,needs,41.8703,-72.0557,3202
17820,ELLIOTT BROOK,0.25 MILE OFF RTE 44,EASTFORD,needs,41.87758,-72.05908,3202
17821,HAVEN'S LEDGE Brook,STRAIGHT INTO WOODS FOR RTE 44 REST AREA(FROG ROCK),EASTFORD,needs,41.8735,-72.0575,3202
17822,HAVEN'S LEDGE Brook,SWAMP CHANNEL NORTH OF 20096,EASTFORD,needs,41.8768,-72.0587,3202
17823,HAVEN'S LEDGE BROOK,Upstream of Route 44 near sprague hill road,EASTFORD,needs,41.8797,-72.0765,3202
17824,BRANCH BROOK,BELOW CENTER TURNPIKE,EASTFORD,needs,41.9472,-72.1227,3203
17825,BRANCH BROOK,500 M BELOW OUTLET OF MORSE RESERVIOR- LOWER SITE,EASTFORD,needs,41.95348,-72.12565,3203
17826,BRANCH BROOK,500 M DS OUTLET OF MORSE RESERVOIR UPPER SITE,EASTFORD,needs,41.95348,-72.12565,3203
17827,BRANCH BROOK,ABOVE MORSE RESERVOIR LOWER SITE,UNION,needs,41.960769,-72.125573,3203
17828,BRANCH BROOK,ABOVE MORSE RESERVOIR UPPER SITE,UNION,needs,41.96166,-72.125576,3203
17829,NORTH LEADMINE BROOK,UPSTREAM OF HILL SIDE RD 50 M-  LOWER SITE,ASHFORD,needs,41.95822,-72.16402,3203
17830,NORTH LEADMINE BROOK,UPSTREAM OF HILL SIDE RD 50 M-  UPPER SITE,ASHFORD,needs,41.95822,-72.16402,3203
17831,"Bigelow Brook Unnamed tributary to (""PAINE POND BROOK"")",STARTED 200M BeLOW PAINE POND,ASHFORD,needs,41.92816,-72.14753,3203
17832,"Bigelow Brook Unnamed tributary to (""PAINE POND BROOK"")",STARTED 400M BELOW PAINE POND,ASHFORD,needs,41.92868,-72.14632,3203
17833,SOUTH LEADMINE BROOK,30M ABOVE CONFLUENCE WITH N. LEADMINE BK. LOWER SITE,ASHFORD,needs,41.9561,-72.16341,3203
17834,SOUTH LEADMINE BROOK,30M ABOVE CONFLUENCE WITH N. LEADMINE BK. UPPER SITE,ASHFORD,needs,41.9561,-72.16341,3203
17835,East Branch Stonehouse Brook,above marsh/pond on Pumpkin Hill Rd,CHAPLIN,CT3204-01_01,41.82351,-72.12563,3204
17836,Moritz Brook,behind Knoulton cemetery at end of Karosi rd,ASHFORD,needs,41.85198,-72.20278,3205
17837,Mount HOPE River,220M BELOW ATWOODVILLE BRIDGE,MANSFIELD,needs,41.7824,-72.17508,3206
17838,Mount HOPE River,POOL UNDER ATWOODVILLE BRIDGE,MANSFIELD,needs,41.7824,-72.17508,3206
17839,ENO BROOK,OFF LUSTIG RD DOWNSTREAM,WILLINGTON,needs,41.9005,-72.21868,3207
17840,KIDDER BROOK,UPSTREAM FROM KIDDER BROOK RD,ASHFORD,needs,41.90972,-72.21295,3207
17841,KIDDER BROOK,UPSTREAM OF TINKERVILLE RD,WILLINGTON,needs,41.90942,-72.2186,3207
17842,CONaNTVILLE BROOK tributary to,DS OF MEADOWBROOK LANE,MANSFIELD,needs,41.7344,-72.2108,3208
17843,SAWMILL BROOK,UPSTREAM OF SPRINGHILL RD,MANSFIELD,needs,41.7719,-72.2317,3208
17844,SUNSET HILL BROOK,60 M DS OF BUCKLET HILL ROAD RT 200,THOMPSON,needs,41.9692,-71.8779,3300
17845,BARLEY BrooK,BELOW NORTH RD,KILLINGLY,needs,41.8849,-71.8295,3400
17846,BRANDY BROOK,DOWNSTREAM OF Oleary RD,THOMPSON,needs,41.9598,-71.8335,3400
17847,Fivemile River Tributary To,ASPINOOK/PUTNAM R - BELOW,KILLINGLY,needs,41.8872,-71.8602,3400
17848,JANSON BROOK,ABOUT 80M BELOW RD DOWNSTREAM UPSTREAM IS A POND,THOMPSON,needs,41.9807,-71.8347,3400
17849,KELLY BROOK,UPSTREAM OF SMALL POND TO 30M BELOW BREACHED SLIWOSKY POND,KILLINGLY,needs,41.87992,-71.8318,3400
17850,Kelly Brook,US OF YOSEMITE VALLEY RD,KILLINGLY,3400-15_XX,41.87213,-71.83594,3400
17851,Cady Brook,E.PUTNAM RD DS THROUGH BRIDGE POOL,PUTNAM,needs,41.90895,-71.81906,3403
17852,Shady Oak School House Brook,US KELLY RD crossing,KILLINGLY,CT3403-05_01,41.89866,-71.80928,3403
17853,MASHENTUCK BROOK,DS OF COOK HILL RD,KILLINGLY,needs,41.81786,-71.84377,3404
17854,MASHENTUCK BrooK tributary to,DS OF BURLINGAME RD,KILLINGLY,needs,41.8256,-71.83645,3404
17855,Moosup River,upstream junction of north main and sterling road,STERLING,Needs,41.70738,-71.829463,3500
17856,Vaughn Brook,DOWNSTREAM OF BAILY POND RD,STERLING,needs,41.66736,-71.80973,3500
17857,Vaughn Brook Tributary to,below Baily pond rd,STERLING,needs,41.66709,-71.8084,3500
17858,QUANDUCK BROOK,DS OF LEDGE RD,KILLINGLY,needs,41.8168,-71.79495,3501
17859,QUANDUCK BROOK,BELOW BOSS MARSH POND DAM START IN POOL BELOW SAWMILL HILL RD.,STERLING,needs,41.7719,-71.7961,3501
17860,SNAKE MEADOW BROOK,US of DEMERS RD,PLAINFIELD,needs,41.7486,-71.852,3502
17861,WILCOX BROOK,US OF SNAKE MEADOW RD,KILLINGLY,needs,41.7734,-71.8428,3502
17862,WOODS BROOK,50M US OF CONFLUENCE WITH SNAKE MEADOW BK,PLAINFIELD,needs,41.7483,-71.8518,3502
17863,WOOD BROOK Unnamed tributary to,DS OF VALLEY VIEW RD,STERLING,needs,41.751,-71.8348,3502
17865,Quinebaug River,700m above Quadock brk confuence,KILLINGLY,CT3700-00_04,41.77322,-71.90551,3700
17866,ENGLISH NEIGHBORHOOD BROOK,PARALLEL TO LYON HILL RD.,WOODSTOCK,needs,41.998,-72.0221,3706
17867,ENGLISH NEIGHBORHOOD BROOK,PARALLEL TO LYONS RD 100M BELOW POND,WOODSTOCK,needs,41.998,-72.0201,3706
17868,ENGLISH NEIGHBORHOOD Brook TRIButary to,UPSTREAM OF ENGLISH NEIGHBORHOOD RD.,WOODSTOCK,needs,41.998,-72.0126,3706
17869,TAYLOR BROOK,DOWNSTREAM OF COUNTY RD.,WOODSTOCK,needs,41.9648,-72.0159,3707
17870,Wolf Den Brook Tributary to,230m below site 19095,POMFRET,needs,41.8454,-71.96726,3710
17871,SANDY BROOK TRIButary to,upstream of Elliot Rd state forest,BROOKLYN,needs,41.81095,-71.99006,3711
17872,STONY BROOK,BELOW RTE 6,BROOKLYN,needs,41.78272,-71.97655,3711
17873,MILL BROOK,KATE DOWNING RD,PLAINFIELD,needs,41.6501,-71.9151,3713
17874,DARBY BROOK,50M DOWNSTREAM OF TRIP HOLLOW RD,CANTERBURY,needs,41.74,-71.9882,3714
17875,KITT BROOK tributary to,NORTH SOCIETY RD,CANTERBURY,needs,41.7424,-71.9947,3714
17876,AYERS BROOK,UPSTREAM FROM RTE 164,PRESTON,needs,41.56029,-71.9693,3716
17877,FOLLY WORKS BROOK,OFF RTE 165 UPSTREAM OF ROAD,PRESTON,needs,41.53133,-71.96023,3716
17878,MILLER BROOK,BELOW POND NORTHWEST RD,NORTH STONINGTON,needs,41.50336,-71.91346,3716
17879,MILLER BROOK Tributary to,Below Miller Rd,NORTH STONINGTON,needs,41.50396,-71.91045,3716
17880,MILLER BROOK Tributary to,OFF BRAND RD,PRESTON,needs,41.53484,-71.92444,3716
17881,HUNTERS BROOK,DOWNSTREAM OF HUNTERS RD,NORWICH,needs,41.5603,-72.0598,3800
